School,4,5,6,7,8,9
Air Force,,,,,,
Alabama,,,,1.0,1.0,1.0000000000000002
Appalachian State,,,,,0.46978424880180225,0.537909548902658
Arkansas,,,,0.2538522255396548,0.27029250641306707,0.36933117146331584
Arkansas State,,,0.4313020182008085,0.4048649576169395,0.36317488396002484,0.4053998494411953
Army,,0.683274401838968,0.4886640719039657,0.462038276307812,0.49741230006766624,0.5707824921618425
Auburn,,,,0.3349806101787982,0.36827887896060446,0.5969463586001892
Baylor,,,,,,0.0726388325901906
Boise State,,,,,,
Boston College,,,0.6876121157620125,0.3491266000892276,0.43013350746829226,0.4810812934821274
BYU,,,0.8735591807294375,0.6879769381241636,0.6669370126303042,0.7250279195585815
Charlotte,,,,,0.3708352862319389,0.3457999884185536
Cincinnati,,,,,0.652089133532187,0.7767812264751868
Clemson,,,1.0,0.8753464429115619,0.8187966280790702,0.9165687069314958
Coastal Carolina,,,,0.5853632588626927,0.6401626827535115,0.7379229640782135
Colorado State,,,,,,
Duke,,0.03512978929763333,0.08083107345426618,0.027097704107896664,0.010344902892641838,0.2743355145057618
East Carolina,,,,0.08899413157623806,0.11351254642858946,0.2297932711795704
Florida,,,,,,0.6713417105796514
Florida Atlantic,,,,,,
Florida International,,,,,,
Florida State,,,0.181300847279012,0.39220014413672405,0.2594318702972942,0.3555458239234081
Fresno State,,,,,,
Georgia,,,,0.7248018120045301,0.6910539604783721,0.7721686258613701
Georgia Southern,,,,0.30769072377226403,0.29383186424960817,0.487765166869342
Georgia State,,,,,0.3250429637693211,0.40707336846372116
Georgia Tech,,,0.2969176654629591,0.20903119530526101,0.17217090088682596,0.28305303475261206
Hawai'i,,,,,,
Houston,,,,,,0.4679353176211709
Illinois,,,,,,
Indiana,,,,,,
Iowa,,,,,,
Iowa State,,,0.7449591816661749,0.566285733896153,0.523749766912102,0.5665788406972032
Kansas,,,,0.04416761041902606,0.0,0.10270233752195657
Kansas State,,,0.6877245242544742,0.5382888911767735,0.5308759569203167,0.5292450827108306
Kentucky,,,,0.29318096022512785,0.13631484253337572,0.24075124983110396
Liberty,,,0.5220390900532536,0.48400288273447967,0.5131826955544468,0.5793041963441234
Louisiana,,,,0.48368166374961397,0.5413636523991674,0.6133203524620225
Louisiana Monroe,,0.04097202599604405,0.01062822296224486,0.044311747143004204,0.01438629306366418,0.16246236029880134
Louisiana Tech,,,0.5570356007063,0.3872802772916024,0.29384338365152085,0.4747561691883888
Louisville,,,0.0,0.012752668245306964,0.18115483444099584,0.24732840846107398
LSU,,,,,0.2087762003396784,0.2676530198621808
Marshall,,,,0.5632485672123272,0.6192150103566623,0.6982879726677863
Maryland,,,,,,
Memphis,,,,,0.47178754479067453,0.5080375238867335
Miami,,,0.583746668727489,0.6250784172414978,0.6157182719073226,0.6899395834539734
Michigan,,,,,,
Michigan State,,,,,,
Middle Tennessee,,0.0,0.06442318050462054,0.007753640596222744,0.09013870285569062,0.2815945997369358
Minnesota,,,,,,
Mississippi State,,,,0.0,0.04124269867908459,0.19540332387515208
Missouri,,,,,0.4512128130307475,0.41761653830563444
Navy,,,0.36562735648011546,0.39924774357390447,0.2868963443418018,0.3539339692098972
NC State,,,0.7032743657116629,0.5657984144960363,0.4413085272612646,0.5629972783600672
Nebraska,,,,,,
Nevada,,,,,,
New Mexico,,,,,,
North Carolina,,,,0.5281993204983014,0.6852633011294054,0.5421796282355666
North Texas,,,0.055445488906686935,0.14869144445588386,0.18499871486672415,0.3170548381492849
Northwestern,,,,,,
Notre Dame,,,,0.603795600398092,0.7307490995067536,0.7991574497654758
Ohio State,,,,,,
Oklahoma,,,0.40058639763567483,0.3235320361028176,0.4206669589714902,0.6323942710444534
Oklahoma State,,,,,0.7237366635924265,0.6314754762869883
Ole Miss,,,,0.1367239781735818,0.03023843002071333,0.24107553033373874
Penn State,,,,,,
Pittsburgh,,0.7396348029295188,0.33438716295016097,0.1886681080339065,0.19703001020187033,0.3189782682428464
Purdue,,,,,,
Rice,,,,,,
Rutgers,,,,,,
San Diego State,,,,,,
San José State,,,,,,
SMU,,0.9999999999999999,0.6106872374207872,0.5566889735406158,0.49306394012022897,0.6189756830985333
South Alabama,,,,0.261357630666804,0.2848560902717931,0.3554215646534253
South Carolina,,,,0.2898520882665844,0.1927599119053739,0.33871098500202684
Southern Mississippi,,0.3523670604766959,0.2061712262361422,0.18576478259377469,0.1749948342682048,0.2641597660547803
South Florida,,,0.15714707246132448,0.06699749476646419,0.04374576871968808,0.20770166193757605
Syracuse,,,0.07101406511261926,0.036209890524726285,0.05036762491291452,0.16951349652142983
TCU,,,,,0.11922005009499906,0.37592217267936767
Temple,,,,,,0.2317563263651631
Tennessee,,,,0.2758502350801332,0.26077622049863175,0.365342521280908
Texas,,,0.07243790601713296,0.08309138954665568,0.282225346859991,0.5835968112417241
Texas A&M,,,,0.589313291465047,0.5721035363843909,0.7263558978516418
Texas State,0.0,0.24705406169096472,0.11097153723297135,0.03927382545729094,0.06181588766196974,0.1934876078522208
Texas Tech,,,0.006885020163273359,0.03505954219431004,0.28714413147669376,0.34796649101472776
Troy,,,,0.38568928240502426,0.2871988486357788,0.46850570386241247
Tulane,,,0.33630747469638,0.2173334706064038,0.1648632802984869,0.35654248322758375
Tulsa,,,,,,0.5386501824077827
UAB,,0.9261281626356506,0.5278234437278404,0.4632499399430317,0.4212695676840459,0.4410322377836421
UCF,,,,0.2546140910806823,0.35725949108722277,0.5290694307719035
UMass,,,,,,
UNLV,,,,,,
Utah State,,,,,,
UTEP,1.0,0.6393468913954926,0.32310135030701576,0.25252479494835106,0.1936695846751637,0.3294057752813327
UT San Antonio,,0.6309462896069281,0.3757759698745241,0.2604024388848851,0.3444850400510063,0.411170124211014
Vanderbilt,,,,,,0.0
Virginia,,,,0.08074402004186829,0.06083972120167522,0.4210280464029958
Virginia Tech,,,,0.7106215038264869,0.5028751707211362,0.6191190379678422
Wake Forest,,,,0.3586808057929236,0.5132721509099247,0.6491511764819426
Western Kentucky,,,0.20371229046354458,0.13478842788016066,0.2091469810887419,0.31947089334315004
West Virginia,,,,0.45007721610213125,0.2312030359383741,0.523915687069315
Wisconsin,,,,,,
Wyoming,,,,,,
