,4,5,6,7,8,9,10,11,12,13,14,15,16
Air Force,36,60,41,35,26,43,34,37,33,39,34,34,43
Akron,100,98,77,89,93,97,90,92,92,93,91,91,90
Alabama,47,49,23,20,30,18,19,13,11,20,21,21,24
Arizona,59,65,43,40,62,74,58,55,60,61,51,51,50
Arizona State,77,50,64,75,64,69,46,32,29,35,43,43,45
Arkansas,23,21,18,31,23,26,14,9,10,21,23,23,40
Arkansas State,46,63,80,82,88,84,77,65,61,56,57,58,57
Army,80,99,74,78,85,68,53,61,68,60,63,54,53
Auburn,37,32,22,18,25,23,35,33,27,16,19,18,29
BYU,79,80,52,47,72,56,45,35,35,45,37,37,37
Ball State,35,36,50,58,51,63,52,51,42,46,45,45,44
Baylor,73,48,32,30,28,39,21,36,37,34,38,38,39
Boston College,71,62,88,66,79,85,92,80,86,88,77,78,78
Bowling Green,45,64,51,67,71,76,83,72,67,65,67,66,66
California,99,79,95,95,96,88,94,77,87,90,89,89,91
Central Michigan,64,40,65,77,66,54,64,67,72,74,74,73,74
Cincinnati,72,74,84,64,50,44,37,43,52,49,48,48,47
Clemson,41,57,39,69,67,40,30,23,21,14,18,17,26
Colorado,13,3,4,11,11,13,22,22,22,19,20,20,11
Colorado State,31,37,59,49,36,49,41,42,34,36,31,31,32
Duke,19,44,71,86,89,102,93,90,95,99,96,97,97
East Carolina,25,53,31,52,52,45,36,31,30,28,29,29,19
Eastern Michigan,48,33,37,29,40,33,39,54,57,55,56,57,55
Florida,2,4,2,2,1,2,2,2,2,2,1,1,1
Florida State,1,6,9,7,6,3,5,8,7,4,7,7,5
Fresno State,18,34,55,41,56,48,62,68,65,67,70,70,70
Georgia,42,71,86,53,48,34,43,46,50,52,44,44,52
Georgia Tech,96,87,30,25,19,32,49,45,39,41,52,52,49
Hawai'i,97,73,61,63,74,64,70,59,66,70,71,77,77
Houston,101,100,96,101,104,93,99,98,99,98,100,96,95
Illinois,38,39,35,28,57,53,65,48,53,47,60,61,62
Indiana,98,51,68,83,83,92,97,97,100,100,101,100,101
Iowa,28,28,26,15,8,20,32,52,55,48,39,39,28
Iowa State,75,58,62,68,73,77,72,74,76,82,82,81,80
Kansas,7,9,10,9,9,9,15,14,23,22,25,25,16
Kansas State,29,25,17,17,14,22,17,17,19,25,26,26,21
Kent State,88,97,105,103,97,101,103,104,104,104,104,103,103
Kentucky,49,35,56,56,39,55,76,91,74,77,76,76,76
LSU,10,10,36,50,70,61,61,66,51,40,40,40,30
Louisiana,87,91,89,74,61,51,47,44,48,58,59,60,61
Louisiana Monroe,69,83,60,73,78,83,87,95,97,91,87,87,87
Louisiana Tech,50,41,29,36,53,57,57,63,73,69,68,67,67
Louisville,52,88,63,70,77,75,54,50,44,42,41,41,41
Maryland,12,2,14,13,18,36,48,39,47,53,55,56,54
Memphis,78,95,101,98,82,90,74,82,88,89,86,86,86
Miami,62,101,90,88,65,50,40,28,25,17,10,10,12
Miami (OH),24,18,33,27,21,21,18,15,17,13,17,16,18
Michigan,5,8,6,14,16,12,8,20,18,31,16,15,27
Michigan State,33,76,49,60,44,37,56,41,38,38,46,46,58
Minnesota,11,52,40,21,35,60,67,70,80,87,92,92,93
Mississippi State,30,47,70,81,90,89,71,79,82,80,88,88,89
Missouri,95,70,66,72,76,82,86,86,89,79,79,79,79
NC State,81,94,103,104,101,87,82,87,96,85,95,95,94
Navy,65,106,82,92,95,79,78,81,70,64,66,68,68
Nebraska,3,7,3,4,7,7,7,6,5,8,9,9,3
Nevada,32,46,67,48,38,38,33,29,28,29,30,30,31
New Mexico,74,54,69,79,63,46,60,64,69,76,75,75,75
New Mexico State,76,93,99,84,84,91,89,78,84,73,72,72,72
North Carolina,103,68,45,24,41,41,44,58,63,54,49,49,35
North Texas,56,75,78,85,86,95,100,100,91,94,93,93,92
Northern Illinois,86,69,75,61,69,71,75,75,78,81,80,80,81
Northwestern,43,23,11,5,5,4,4,3,3,3,2,2,7
Notre Dame,40,14,20,12,12,6,6,5,6,6,6,6,13
Ohio,39,59,79,71,80,73,81,83,85,86,85,85,85
Ohio State,8,1,1,1,2,1,1,1,1,1,3,3,6
Oklahoma,14,16,25,26,13,24,24,30,41,44,47,47,46
Oklahoma State,82,86,94,93,91,80,85,85,75,78,78,71,71
Ole Miss,60,24,47,33,54,67,59,49,56,59,53,53,51
Oregon,4,17,16,19,17,10,28,16,13,12,14,14,23
Oregon State,93,105,106,108,107,108,107,108,108,108,108,108,108
Pacific,61,82,85,90,75,78,73,76,77,83,81,82,82
Penn State,15,11,42,46,29,17,13,25,31,18,12,12,9
Pittsburgh,20,42,73,87,103,105,104,103,103,102,103,102,102
Purdue,63,31,19,39,60,70,66,56,58,66,62,63,64
Rice,68,81,98,99,106,104,96,96,98,101,98,104,104
Rutgers,53,77,93,94,99,99,84,94,81,71,84,84,83
SMU,58,84,91,91,98,106,106,106,107,106,106,106,106
San Diego State,91,72,58,42,31,28,29,24,36,33,35,35,36
San José State,102,108,100,96,81,86,91,93,83,84,83,83,84
South Carolina,85,102,72,62,45,42,51,53,54,62,65,65,65
Southern Mississippi,55,78,53,38,59,59,69,71,64,57,58,59,59
Stanford,21,5,5,3,15,29,26,38,32,30,32,32,33
Syracuse,70,22,12,16,10,8,10,21,20,15,24,24,14
TCU,54,45,48,37,32,27,38,34,45,50,61,62,60
Temple,107,103,107,107,94,98,102,105,105,105,105,105,105
Tennessee,17,12,13,8,4,5,3,4,4,5,4,5,2
Texas,6,29,27,22,33,19,25,11,12,9,5,4,8
Texas A&M,9,19,28,59,42,25,23,27,24,23,15,19,15
Texas Tech,51,56,87,51,37,35,27,40,26,26,22,22,20
Toledo,22,20,15,10,22,16,11,10,9,10,11,11,10
Tulane,27,26,54,76,87,94,95,99,102,103,102,101,100
Tulsa,84,66,76,55,46,47,63,69,71,75,73,74,73
UCLA,26,67,46,44,27,14,12,26,40,32,33,33,34
UNLV,83,90,97,97,100,96,98,88,90,92,90,90,88
USC,34,15,7,6,3,11,20,12,14,27,28,28,17
UTEP,94,96,102,102,105,100,101,102,101,96,99,99,99
Utah,57,38,34,54,68,52,50,47,43,37,36,36,38
Utah State,104,104,104,105,92,81,88,89,79,72,69,69,69
Vanderbilt,105,107,108,106,108,107,108,101,93,95,97,98,98
Virginia,16,13,8,23,20,31,31,18,16,24,27,27,22
Virginia Tech,108,85,57,43,34,30,16,7,8,7,8,8,4
Wake Forest,106,92,92,100,102,103,105,107,106,107,107,107,107
Washington,44,27,21,45,24,15,9,19,15,11,13,13,25
Washington State,67,30,44,34,47,62,80,84,94,97,94,94,96
West Virginia,92,61,83,80,58,72,79,62,62,68,64,64,63
Western Michigan,90,89,81,65,55,66,55,57,46,43,42,42,42
Wisconsin,89,55,24,32,49,65,42,60,49,63,54,55,56
Wyoming,66,43,38,57,43,58,68,73,59,51,50,50,48
